date_time,category,account,amount,tags,Month,Day_of_Week,Is_Weekend
2025-08-04,Taxi,acct_1,5.0,tag_1,August,Monday,False
2025-08-03,Cafe,acct_1,9.0,tag_1,August,Sunday,True
2025-08-03,Cafe,acct_1,5.0,tag_1,August,Sunday,True
2025-08-03,Cafe,acct_1,34.0,tag_1,August,Sunday,True
2025-08-02,Cafe,acct_1,18.0,tag_1,August,Saturday,True
2025-08-01,Food,acct_3,5.0,tag_1,August,Friday,False
2025-08-01,Public transport,acct_2,1.0,tag_4,August,Friday,False
2025-07-31,Health,acct_3,31.0,tag_1,July,Thursday,False
2025-07-31,Public transport,acct_2,1.0,tag_4,July,Thursday,False
2025-07-31,Food,acct_3,14.0,tag_1,July,Thursday,False
2025-07-31,Leisure,acct_1,10.0,tag_1,July,Thursday,False
2025-07-30,Public transport,acct_2,1.0,tag_4,July,Wednesday,False
2025-07-29,Other,acct_3,0.0,tag_1,July,Tuesday,False
2025-07-28,Health,acct_1,12.0,tag_1,July,Monday,False
2025-07-23,Food,acct_1,16.0,tag_1,July,Wednesday,False
2025-07-22,Public transport,acct_2,2.0,tag_4,July,Tuesday,False
2025-07-22,Food,acct_3,0.0,tag_1,July,Tuesday,False
2025-07-22,Food,acct_1,6.0,tag_1,July,Tuesday,False
2025-07-22,Public transport,acct_2,1.0,tag_4,July,Tuesday,False
2025-07-21,Food,acct_1,27.0,tag_1,July,Monday,False
2025-07-21,Food,acct_1,4.0,tag_1,July,Monday,False
2025-07-21,Public transport,acct_2,1.0,tag_4,July,Monday,False
2025-07-21,Food,acct_3,1.0,tag_1,July,Monday,False
2025-07-21,Food,acct_3,3.0,tag_1,July,Monday,False
2025-07-21,Leisure,acct_3,11.0,tag_1,July,Monday,False
2025-07-20,Taxi,acct_3,14.0,tag_1,July,Sunday,True
2025-07-20,Public transport,acct_2,2.0,tag_3,July,Sunday,True
2025-07-20,Job,acct_1,64.0,tag_1,July,Sunday,True
2025-07-20,Cafe,acct_1,8.0,tag_1,July,Sunday,True
2025-07-20,Food,acct_1,10.0,tag_1,July,Sunday,True
2025-07-20,Leisure,acct_1,11.0,tag_1,July,Sunday,True
2025-07-19,Food,acct_1,40.0,tag_1,July,Saturday,True
2025-07-19,Job,acct_3,11.0,tag_1,July,Saturday,True
2025-07-18,Public transport,acct_2,1.0,tag_4,July,Friday,False
2025-07-17,Public transport,acct_2,1.0,tag_4,July,Thursday,False
2025-07-17,Health,acct_1,36.0,tag_1,July,Thursday,False
2025-07-16,Fines,acct_1,24.0,tag_1,July,Wednesday,False
2025-07-16,Food,acct_1,4.0,tag_1,July,Wednesday,False
2025-07-16,Taxi,acct_1,21.0,tag_1,July,Wednesday,False
2025-07-16,Public transport,acct_2,1.0,tag_4,July,Wednesday,False
2025-07-15,Public transport,acct_2,1.0,tag_4,July,Tuesday,False
2025-07-12,Gifts,acct_1,36.0,tag_1,July,Saturday,True
2025-07-12,Food,acct_1,12.0,tag_1,July,Saturday,True
2025-07-12,Food,acct_1,4.0,tag_1,July,Saturday,True
2025-07-12,Food,acct_1,5.0,tag_1,July,Saturday,True
2025-07-11,Gifts,acct_1,4.0,tag_1,July,Friday,False
2025-07-11,Public transport,acct_2,1.0,tag_4,July,Friday,False
2025-07-11,Cafe,acct_3,1.0,tag_1,July,Friday,False
2025-07-11,Food,acct_1,27.0,tag_1,July,Friday,False
2025-07-09,Public transport,acct_2,1.0,tag_4,July,Wednesday,False
2025-07-09,Food,acct_1,5.0,tag_1,July,Wednesday,False
2025-07-09,Cafe,acct_3,14.0,tag_1,July,Wednesday,False
2025-07-09,Cafe,acct_3,4.0,tag_1,July,Wednesday,False
2025-07-08,Cafe,acct_3,1.0,tag_1,July,Tuesday,False
2025-07-08,Cafe,acct_3,10.0,tag_1,July,Tuesday,False
2025-07-07,Job,acct_3,32.0,2th_work,July,Monday,False
2025-07-07,Public transport,acct_2,1.0,tag_4,July,Monday,False
2025-07-07,Taxi,acct_1,9.0,tag_1,July,Monday,False
2025-07-07,Taxi,acct_1,17.0,tag_1,July,Monday,False
2025-07-07,Cafe,acct_3,3.0,tag_1,July,Monday,False
2025-07-07,Cafe,acct_1,10.0,tag_1,July,Monday,False
2025-07-06,Food,acct_1,6.0,tag_1,July,Sunday,True
2025-07-06,Food,acct_3,1.0,tag_1,July,Sunday,True
2025-07-06,Food,acct_1,11.0,tag_1,July,Sunday,True
2025-07-06,Leisure,acct_1,28.0,tag_1,July,Sunday,True
2025-07-06,Food,acct_1,23.0,tag_1,July,Sunday,True
2025-07-06,Loan given,acct_1,17.0,tag_1,July,Sunday,True
2025-07-05,Taxi,acct_1,11.0,tag_1,July,Saturday,True
2025-07-05,Food,acct_1,5.0,tag_1,July,Saturday,True
2025-07-04,Food,acct_1,15.0,tag_1,July,Friday,False
2025-07-04,Public transport,acct_2,1.0,tag_4,July,Friday,False
2025-07-04,Public transport,acct_2,2.0,tag_1,July,Friday,False
2025-07-04,Leisure,acct_1,21.0,tag_1,July,Friday,False
2025-07-03,Cafe,acct_1,9.0,tag_1,July,Thursday,False
2025-07-03,Public transport,acct_2,1.0,tag_3,July,Thursday,False
2025-07-02,Gifts,acct_1,59.0,tag_1,July,Wednesday,False
2025-07-02,Food,acct_1,5.0,tag_1,July,Wednesday,False
2025-07-02,Public transport,acct_2,1.0,tag_4,July,Wednesday,False
2025-07-02,Food,acct_1,4.0,tag_1,July,Wednesday,False
2025-07-01,Food,acct_1,4.0,tag_1,July,Tuesday,False
2025-06-30,Food,acct_1,6.0,tag_1,June,Monday,False
2025-06-30,Cafe,acct_1,21.0,tag_1,June,Monday,False
2025-06-30,Public transport,acct_2,1.0,tag_4,June,Monday,False
2025-06-30,Food,acct_1,8.0,tag_1,June,Monday,False
2025-06-29,Food,acct_1,17.0,tag_1,June,Sunday,True
2025-06-28,Leisure,acct_3,11.0,tag_1,June,Saturday,True
2025-06-28,Cafe,acct_1,20.0,tag_1,June,Saturday,True
2025-06-28,Public transport,acct_2,1.0,tag_2,June,Saturday,True
2025-06-28,Food,acct_1,6.0,tag_1,June,Saturday,True
2025-06-27,Taxi,acct_1,18.0,tag_1,June,Friday,False
2025-06-27,Food,acct_1,5.0,tag_1,June,Friday,False
2025-06-27,Public transport,acct_2,1.0,tag_4,June,Friday,False
2025-06-27,Public transport,acct_2,1.0,tag_3,June,Friday,False
2025-06-26,Cafe,acct_1,11.0,tag_1,June,Thursday,False
2025-06-26,Public transport,acct_2,1.0,tag_4,June,Thursday,False
2025-06-25,Public transport,acct_2,1.0,tag_4,June,Wednesday,False
2025-06-25,Food,acct_1,6.0,tag_1,June,Wednesday,False
2025-06-25,Food,acct_1,5.0,tag_1,June,Wednesday,False
2025-06-24,Taxi,acct_1,16.0,tag_1,June,Tuesday,False
2025-06-24,Cafe,acct_1,4.0,tag_1,June,Tuesday,False
2025-06-24,Public transport,acct_2,2.0,tag_2,June,Tuesday,False
2025-06-23,Cafe,acct_1,16.0,tag_1,June,Monday,False
2025-06-22,Leisure,acct_1,8.0,tag_1,June,Sunday,True
2025-06-21,Health,acct_1,25.0,tag_1,June,Saturday,True
2025-06-20,Food,acct_3,2.0,tag_1,June,Friday,False
2025-06-20,Public transport,acct_2,1.0,tag_4,June,Friday,False
2025-06-20,Taxi,acct_1,21.0,tag_5,June,Friday,False
2025-06-20,Cafe,acct_3,3.0,tag_1,June,Friday,False
2025-06-20,Cafe,acct_1,29.0,tag_1,June,Friday,False
2025-06-20,Public transport,acct_2,2.0,tag_2,June,Friday,False
2025-06-19,Cafe,acct_1,15.0,tag_1,June,Thursday,False
2025-06-19,Taxi,acct_1,11.0,2th_work,June,Thursday,False
2025-06-18,Leisure,acct_1,28.0,tag_1,June,Wednesday,False
2025-06-18,Public transport,acct_2,1.0,tag_4,June,Wednesday,False
2025-06-17,Public transport,acct_2,1.0,tag_4,June,Tuesday,False
2025-06-16,Public transport,acct_2,1.0,tag_6,June,Monday,False
2025-06-16,Health,acct_1,5.0,tag_1,June,Monday,False
2025-06-16,Food,acct_1,5.0,tag_1,June,Monday,False
2025-06-16,Public transport,acct_2,1.0,tag_2,June,Monday,False
2025-06-16,Cafe,acct_1,6.0,tag_1,June,Monday,False
2025-06-14,Public transport,acct_2,1.0,tag_4,June,Saturday,True
2025-06-14,Taxi,acct_1,16.0,tag_1,June,Saturday,True
2025-06-13,Public transport,acct_2,1.0,tag_4,June,Friday,False
2025-06-12,Food,acct_1,16.0,tag_1,June,Thursday,False
2025-06-11,Health,acct_1,43.0,tag_1,June,Wednesday,False
2025-06-11,Food,acct_1,11.0,tag_1,June,Wednesday,False
2025-06-11,Public transport,acct_2,1.0,tag_2,June,Wednesday,False
2025-06-10,Taxi,acct_3,13.0,tag_1,June,Tuesday,False
2025-06-10,Taxi,acct_1,10.0,tag_1,June,Tuesday,False
2025-06-10,Health,acct_1,12.0,tag_1,June,Tuesday,False
2025-06-10,Public transport,acct_2,1.0,tag_4,June,Tuesday,False
2025-06-10,Health,acct_1,43.0,tag_1,June,Tuesday,False
2025-06-09,Food,acct_1,10.0,tag_1,June,Monday,False
2025-06-09,Taxi,acct_3,11.0,tag_1,June,Monday,False
2025-06-09,Public transport,acct_2,1.0,tag_4,June,Monday,False
2025-06-09,Loan given,acct_1,18.0,tag_1,June,Monday,False
2025-06-08,Food,acct_3,19.0,tag_1,June,Sunday,True
2025-06-08,Gifts,acct_1,10.0,tag_1,June,Sunday,True
2025-06-07,Public transport,acct_2,1.0,tag_4,June,Saturday,True
2025-06-07,Food,acct_1,10.0,tag_1,June,Saturday,True
2025-06-06,Taxi,acct_1,15.0,tag_1,June,Friday,False
2025-06-06,Food,acct_1,6.0,tag_1,June,Friday,False
2025-06-04,Health,acct_1,27.0,tag_1,June,Wednesday,False
2025-06-04,Public transport,acct_2,1.0,tag_2,June,Wednesday,False
2025-06-03,Public transport,acct_2,1.0,tag_2,June,Tuesday,False
2025-06-03,Food,acct_1,23.0,tag_1,June,Tuesday,False
2025-06-03,Cafe,acct_1,5.0,tag_1,June,Tuesday,False
2025-06-02,Public transport,acct_2,1.0,tag_4,June,Monday,False
2025-06-02,Public transport,acct_1,5.0,tag_4,June,Monday,False
2025-06-02,Food,acct_1,6.0,tag_1,June,Monday,False
2025-06-02,Food,acct_3,1.0,tag_1,June,Monday,False
2025-05-30,Public transport,acct_2,1.0,tag_2,May,Friday,False
2025-05-30,Food,acct_1,11.0,tag_1,May,Friday,False
2025-05-29,Cafe,acct_3,3.0,tag_1,May,Thursday,False
2025-05-29,Cafe,acct_3,2.0,tag_1,May,Thursday,False
2025-05-29,Public transport,acct_2,1.0,tag_3,May,Thursday,False
2025-05-29,University,acct_3,2.0,tag_1,May,Thursday,False
2025-05-28,Public transport,acct_2,2.0,tag_6,May,Wednesday,False
2025-05-28,Public transport,acct_2,1.0,tag_2,May,Wednesday,False
2025-05-28,Cafe,acct_3,6.0,tag_1,May,Wednesday,False
2025-05-28,Public transport,acct_2,1.0,tag_3,May,Wednesday,False
2025-05-27,Public transport,acct_2,1.0,tag_2,May,Tuesday,False
2025-05-27,Cafe,acct_3,3.0,tag_1,May,Tuesday,False
2025-05-27,Cafe,acct_3,1.0,tag_1,May,Tuesday,False
2025-05-25,Cafe,acct_3,2.0,tag_1,May,Sunday,True
2025-05-25,Taxi,acct_3,18.0,tag_1,May,Sunday,True
2025-05-25,Gifts,acct_1,139.0,tag_1,May,Sunday,True
2025-05-24,Public transport,acct_2,2.0,tag_2,May,Saturday,True
2025-05-24,Cafe,acct_1,20.0,tag_1,May,Saturday,True
2025-05-24,Leisure,acct_3,42.0,tag_1,May,Saturday,True
2025-05-24,Taxi,acct_1,24.0,tag_1,May,Saturday,True
2025-05-23,Public transport,acct_2,1.0,tag_4,May,Friday,False
2025-05-23,Public transport,acct_2,1.0,tag_2,May,Friday,False
2025-05-23,Cafe,acct_3,1.0,tag_1,May,Friday,False
2025-05-22,Cafe,acct_3,2.0,tag_1,May,Thursday,False
2025-05-22,Public transport,acct_2,1.0,tag_2,May,Thursday,False
2025-05-21,Public transport,acct_2,1.0,tag_6,May,Wednesday,False
2025-05-21,Public transport,acct_2,1.0,tag_2,May,Wednesday,False
2025-05-21,Cafe,acct_3,3.0,tag_1,May,Wednesday,False
2025-05-21,Cafe,acct_3,1.0,tag_1,May,Wednesday,False
2025-05-20,Public transport,acct_2,1.0,tag_3,May,Tuesday,False
2025-05-20,Public transport,acct_2,1.0,tag_4,May,Tuesday,False
2025-05-20,Public transport,acct_2,1.0,tag_2,May,Tuesday,False
2025-05-19,Job,acct_3,3.0,2th_work,May,Monday,False
2025-05-19,Job,acct_3,23.0,tag_1,May,Monday,False
2025-05-18,Gifts,acct_1,9.0,tag_1,May,Sunday,True
2025-05-18,Food,acct_1,6.0,tag_1,May,Sunday,True
2025-05-16,Cafe,acct_1,6.0,tag_1,May,Friday,False
2025-05-16,Taxi,acct_1,14.0,tag_1,May,Friday,False
2025-05-15,Public transport,acct_2,1.0,tag_1,May,Thursday,False
2025-05-15,Public transport,acct_2,1.0,tag_4,May,Thursday,False
2025-05-15,Public transport,acct_2,1.0,tag_2,May,Thursday,False
2025-05-15,Gifts,acct_1,33.0,tag_1,May,Thursday,False
2025-05-15,Cafe,acct_1,6.0,tag_1,May,Thursday,False
2025-05-14,Public transport,acct_2,1.0,tag_2,May,Wednesday,False
2025-05-14,Cafe,acct_1,5.0,tag_1,May,Wednesday,False
2025-05-13,Public transport,acct_2,1.0,tag_4,May,Tuesday,False
2025-05-13,Public transport,acct_2,1.0,tag_2,May,Tuesday,False
2025-05-13,Cafe,acct_1,8.0,tag_1,May,Tuesday,False
2025-05-12,Gifts,acct_1,42.0,tag_1,May,Monday,False
2025-05-12,Public transport,acct_2,1.0,tag_1,May,Monday,False
2025-05-12,Cafe,acct_1,5.0,tag_1,May,Monday,False
2025-05-11,Taxi,acct_1,10.0,tag_1,May,Sunday,True
2025-05-09,Cafe,acct_1,11.0,tag_1,May,Friday,False
2025-05-09,Gifts,acct_1,9.0,tag_1,May,Friday,False
2025-05-09,Gifts,acct_1,8.0,tag_1,May,Friday,False
2025-05-08,Public transport,acct_2,1.0,tag_2,May,Thursday,False
2025-05-07,Public transport,acct_2,1.0,tag_4,May,Wednesday,False
2025-05-07,Cafe,acct_1,5.0,tag_1,May,Wednesday,False
2025-05-07,Public transport,acct_2,1.0,tag_2,May,Wednesday,False
2025-05-06,Public transport,acct_2,1.0,tag_3,May,Tuesday,False
2025-05-06,Public transport,acct_2,1.0,tag_4,May,Tuesday,False
2025-05-06,Public transport,acct_2,1.0,tag_2,May,Tuesday,False
2025-05-05,Food,acct_1,4.0,tag_1,May,Monday,False
2025-05-05,Taxi,acct_1,14.0,tag_1,May,Monday,False
2025-05-05,Cafe,acct_1,5.0,tag_1,May,Monday,False
2025-05-05,Public transport,acct_2,1.0,tag_2,May,Monday,False
2025-05-04,Food,acct_3,1.0,tag_1,May,Sunday,True
2025-05-04,Cafe,acct_1,17.0,tag_1,May,Sunday,True
2025-05-03,Public transport,acct_2,1.0,tag_2,May,Saturday,True
2025-05-03,Taxi,acct_1,16.0,tag_1,May,Saturday,True
2025-05-02,Leisure,acct_1,33.0,tag_1,May,Friday,False
2025-05-02,Public transport,acct_2,1.0,tag_2,May,Friday,False
2025-05-02,Cafe,acct_1,4.0,tag_1,May,Friday,False
2025-05-01,Taxi,acct_1,12.0,tag_1,May,Thursday,False
2025-05-01,Food,acct_1,11.0,tag_1,May,Thursday,False
2025-04-29,Other,acct_1,654.0,tag_1,April,Tuesday,False
2025-04-28,Food,acct_1,5.0,tag_1,April,Monday,False
2025-04-27,Cafe,acct_3,0.0,tag_1,April,Sunday,True
2025-04-27,Cafe,acct_1,5.0,tag_1,April,Sunday,True
2025-04-27,Leisure,acct_1,5.0,tag_1,April,Sunday,True
2025-04-26,Taxi,acct_1,12.0,tag_1,April,Saturday,True
2025-04-26,Cafe,acct_1,5.0,tag_1,April,Saturday,True
2025-04-25,Food,acct_1,16.0,tag_1,April,Friday,False
2025-04-25,Cafe,acct_3,2.0,tag_1,April,Friday,False
2025-04-25,Health,acct_1,25.0,tag_1,April,Friday,False
2025-04-25,Taxi,acct_1,11.0,tag_1,April,Friday,False
2025-04-23,Public transport,acct_2,1.0,tag_6,April,Wednesday,False
2025-04-23,Public transport,acct_2,1.0,tag_4,April,Wednesday,False
2025-04-23,Public transport,acct_2,1.0,tag_3,April,Wednesday,False
2025-04-22,Food,acct_3,2.0,tag_1,April,Tuesday,False
2025-04-22,Cafe,acct_1,23.0,tag_1,April,Tuesday,False
2025-04-22,Public transport,acct_2,1.0,tag_3,April,Tuesday,False
2025-04-21,Public transport,acct_2,1.0,tag_6,April,Monday,False
2025-04-21,Public transport,acct_2,1.0,tag_2,April,Monday,False
2025-04-21,Public transport,acct_2,1.0,tag_3,April,Monday,False
2025-04-19,Food,acct_3,2.0,tag_1,April,Saturday,True
2025-04-18,Cafe,acct_1,15.0,tag_1,April,Friday,False
2025-04-18,Gifts,acct_3,12.0,tag_1,April,Friday,False
2025-04-18,Public transport,acct_2,1.0,tag_3,April,Friday,False
2025-04-17,Public transport,acct_2,1.0,tag_3,April,Thursday,False
2025-04-16,Public transport,acct_2,1.0,tag_6,April,Wednesday,False
2025-04-16,Cafe,acct_3,1.0,tag_1,April,Wednesday,False
2025-04-16,Public transport,acct_2,1.0,tag_2,April,Wednesday,False
2025-04-15,Public transport,acct_2,1.0,tag_4,April,Tuesday,False
2025-04-15,Cafe,acct_1,5.0,tag_1,April,Tuesday,False
2025-04-15,Cafe,acct_1,6.0,tag_1,April,Tuesday,False
2025-04-14,Public transport,acct_2,1.0,tag_2,April,Monday,False
2025-04-14,Public transport,acct_2,1.0,tag_6,April,Monday,False
2025-04-14,Gifts,acct_1,9.0,tag_1,April,Monday,False
2025-04-14,Cafe,acct_3,3.0,tag_1,April,Monday,False
2025-04-12,Public transport,acct_2,1.0,tag_2,April,Saturday,True
2025-04-11,Clothes,acct_1,161.0,tag_1,April,Friday,False
2025-04-11,Public transport,acct_2,1.0,tag_2,April,Friday,False
2025-04-10,Public transport,acct_2,1.0,tag_2,April,Thursday,False
2025-04-10,Cafe,acct_1,6.0,tag_1,April,Thursday,False
2025-04-10,Taxi,acct_1,9.0,tag_1,April,Thursday,False
2025-04-10,Public transport,acct_2,1.0,tag_3,April,Thursday,False
2025-04-09,Public transport,acct_2,1.0,tag_3,April,Wednesday,False
2025-04-09,Food,acct_1,11.0,tag_1,April,Wednesday,False
2025-04-09,Cafe,acct_1,4.0,tag_1,April,Wednesday,False
2025-04-09,Public transport,acct_2,1.0,tag_2,April,Wednesday,False
2025-04-09,Cafe,acct_1,6.0,tag_1,April,Wednesday,False
2025-04-08,Public transport,acct_2,1.0,tag_3,April,Tuesday,False
2025-04-08,Public transport,acct_2,1.0,tag_2,April,Tuesday,False
2025-04-08,Cafe,acct_1,6.0,tag_1,April,Tuesday,False
2025-04-08,Taxi,acct_1,9.0,tag_1,April,Tuesday,False
2025-04-07,Public transport,acct_2,1.0,tag_2,April,Monday,False
2025-04-07,Cafe,acct_3,3.0,tag_1,April,Monday,False
2025-04-07,Leisure,acct_3,41.0,tag_1,April,Monday,False
2025-04-05,Taxi,acct_1,5.0,tag_1,April,Saturday,True
2025-04-05,Taxi,acct_1,13.0,tag_1,April,Saturday,True
2025-04-04,Public transport,acct_2,1.0,tag_2,April,Friday,False
2025-04-04,Cafe,acct_3,3.0,tag_1,April,Friday,False
2025-04-03,Food,acct_1,14.0,tag_1,April,Thursday,False
2025-04-03,Cafe,acct_3,3.0,tag_1,April,Thursday,False
2025-04-03,Public transport,acct_2,1.0,tag_2,April,Thursday,False
2025-04-02,Public transport,acct_2,1.0,tag_6,April,Wednesday,False
2025-04-02,Food,acct_3,4.0,tag_1,April,Wednesday,False
2025-04-02,Public transport,acct_2,1.0,tag_3,April,Wednesday,False
2025-04-02,Public transport,acct_2,2.0,tag_3,April,Wednesday,False
2025-04-02,Taxi,acct_3,7.0,tag_1,April,Wednesday,False
2025-04-02,Cafe,acct_1,6.0,tag_1,April,Wednesday,False
2025-04-02,Cafe,acct_3,1.0,tag_1,April,Wednesday,False
2025-04-02,Public transport,acct_2,1.0,tag_1,April,Wednesday,False
2025-04-01,Public transport,acct_2,1.0,tag_3,April,Tuesday,False
2025-04-01,Public transport,acct_2,1.0,tag_2,April,Tuesday,False
2025-04-01,Cafe,acct_3,2.0,tag_1,April,Tuesday,False
2025-04-01,Cafe,acct_3,3.0,tag_1,April,Tuesday,False
2025-03-31,Public transport,acct_2,1.0,tag_2,March,Monday,False
2025-03-31,Taxi,acct_3,15.0,tag_1,March,Monday,False
2025-03-31,Other,acct_3,12.0,tag_1,March,Monday,False
2025-03-31,Cafe,acct_3,3.0,tag_1,March,Monday,False
2025-03-31,Public transport,acct_2,1.0,tag_1,March,Monday,False
2025-03-29,Food,acct_3,0.0,tag_1,March,Saturday,True
2025-03-29,Food,acct_3,9.0,tag_1,March,Saturday,True
2025-03-28,Taxi,acct_3,3.0,tag_1,March,Friday,False
2025-03-28,Taxi,acct_3,2.0,tag_1,March,Friday,False
2025-03-28,Other,acct_1,36.0,tag_1,March,Friday,False
2025-03-28,Public transport,acct_2,1.0,tag_2,March,Friday,False
2025-03-28,Public transport,acct_2,1.0,tag_4,March,Friday,False
2025-03-28,Cafe,acct_3,6.0,tag_1,March,Friday,False
2025-03-27,Taxi,acct_3,16.0,tag_1,March,Thursday,False
2025-03-27,Public transport,acct_2,1.0,tag_3,March,Thursday,False
2025-03-27,Cafe,acct_3,1.0,tag_1,March,Thursday,False
2025-03-27,Public transport,acct_2,1.0,tag_2,March,Thursday,False
2025-03-26,Gifts,acct_1,58.0,tag_1,March,Wednesday,False
2025-03-26,Food,acct_3,14.0,tag_1,March,Wednesday,False
2025-03-26,Leisure,acct_1,42.0,tag_1,March,Wednesday,False
2025-03-25,Cafe,acct_3,3.0,tag_1,March,Tuesday,False
2025-03-25,Gifts,acct_1,29.0,tag_1,March,Tuesday,False
2025-03-25,Public transport,acct_2,1.0,tag_2,March,Tuesday,False
2025-03-25,Public transport,acct_2,1.0,tag_4,March,Tuesday,False
2025-03-24,Cafe,acct_3,24.0,tag_1,March,Monday,False
2025-03-24,Cafe,acct_3,3.0,tag_1,March,Monday,False
2025-03-24,Public transport,acct_2,1.0,tag_2,March,Monday,False
2025-03-24,Cafe,acct_3,4.0,tag_1,March,Monday,False
2025-03-22,Taxi,acct_1,12.0,tag_1,March,Saturday,True
2025-03-21,Public transport,acct_2,1.0,tag_3,March,Friday,False
2025-03-21,Public transport,acct_2,1.0,tag_2,March,Friday,False
2025-03-21,Cafe,acct_3,0.0,tag_1,March,Friday,False
2025-03-21,Cafe,acct_1,6.0,tag_1,March,Friday,False
2025-03-20,Public transport,acct_2,1.0,tag_2,March,Thursday,False
2025-03-20,Loan given,acct_1,12.0,tag_1,March,Thursday,False
2025-03-19,Cafe,acct_1,5.0,tag_1,March,Wednesday,False
2025-03-19,Taxi,acct_1,10.0,tag_1,March,Wednesday,False
2025-03-18,Public transport,acct_2,1.0,tag_3,March,Tuesday,False
2025-03-18,Public transport,acct_2,1.0,tag_2,March,Tuesday,False
2025-03-18,Gifts,acct_1,21.0,tag_1,March,Tuesday,False
2025-03-18,Health,acct_1,6.0,tag_1,March,Tuesday,False
2025-03-18,Other,acct_1,53.0,tag_1,March,Tuesday,False
2025-03-17,Cafe,acct_1,6.0,tag_1,March,Monday,False
2025-03-17,Cafe,acct_3,4.0,tag_1,March,Monday,False
2025-03-16,Taxi,acct_1,4.0,tag_1,March,Sunday,True
2025-03-15,Other,acct_1,43.0,tag_1,March,Saturday,True
2025-03-15,Other,acct_1,33.0,tag_1,March,Saturday,True
2025-03-13,Gifts,acct_1,34.0,tag_1,March,Thursday,False
2025-03-13,Gifts,acct_1,24.0,tag_1,March,Thursday,False
2025-03-13,Public transport,acct_2,1.0,tag_2,March,Thursday,False
2025-03-12,Public transport,acct_2,1.0,tag_2,March,Wednesday,False
2025-03-12,Public transport,acct_2,1.0,tag_3,March,Wednesday,False
2025-03-12,Gifts,acct_1,82.0,tag_1,March,Wednesday,False
2025-03-11,Gifts,acct_1,6.0,tag_1,March,Tuesday,False
2025-03-11,Other,acct_3,7.0,tag_1,March,Tuesday,False
2025-03-11,Other,acct_3,5.0,tag_1,March,Tuesday,False
2025-03-11,Other,acct_3,36.0,tag_1,March,Tuesday,False
2025-03-10,Cafe,acct_3,1.0,tag_1,March,Monday,False
2025-03-10,Cafe,acct_3,3.0,tag_1,March,Monday,False
2025-03-10,Public transport,acct_2,1.0,tag_6,March,Monday,False
2025-03-09,Other,acct_3,43.0,tag_1,March,Sunday,True
2025-03-08,Gifts,acct_1,10.0,tag_1,March,Saturday,True
2025-03-07,Food,acct_1,10.0,tag_1,March,Friday,False
2025-03-07,Food,acct_1,4.0,tag_1,March,Friday,False
2025-03-07,Cafe,acct_1,6.0,tag_1,March,Friday,False
2025-03-07,Taxi,acct_1,11.0,tag_1,March,Friday,False
2025-03-06,Public transport,acct_2,1.0,tag_3,March,Thursday,False
2025-03-06,Public transport,acct_2,1.0,tag_2,March,Thursday,False
2025-03-05,Loan given,acct_1,1172.0,tag_1,March,Wednesday,False
2025-03-05,Other,acct_1,1156.0,tag_1,March,Wednesday,False
2025-03-05,Cafe,acct_3,2.0,tag_1,March,Wednesday,False
2025-03-05,Gifts,acct_1,11.0,tag_1,March,Wednesday,False
2025-03-05,Public transport,acct_2,1.0,tag_2,March,Wednesday,False
2025-03-05,Gifts,acct_3,8.0,tag_1,March,Wednesday,False
2025-03-04,Gifts,acct_3,0.0,tag_1,March,Tuesday,False
2025-03-04,Gifts,acct_1,5.0,tag_1,March,Tuesday,False
2025-03-04,Gifts,acct_1,89.0,tag_1,March,Tuesday,False
2025-03-04,Public transport,acct_2,1.0,tag_3,March,Tuesday,False
2025-03-04,Public transport,acct_2,1.0,tag_2,March,Tuesday,False
2025-03-04,Cafe,acct_3,3.0,tag_1,March,Tuesday,False
2025-03-03,Public transport,acct_2,0.0,tag_4,March,Monday,False
2025-03-03,Public transport,acct_2,1.0,tag_6,March,Monday,False
2025-03-03,Public transport,acct_2,1.0,tag_2,March,Monday,False
2025-03-01,Cafe,acct_1,24.0,tag_1,March,Saturday,True
2025-02-28,Food,acct_1,5.0,tag_1,February,Friday,False
2025-02-28,Cafe,acct_1,5.0,tag_1,February,Friday,False
2025-02-28,Public transport,acct_2,1.0,tag_2,February,Friday,False
2025-02-27,Public transport,acct_2,1.0,tag_3,February,Thursday,False
2025-02-27,Public transport,acct_2,1.0,tag_2,February,Thursday,False
2025-02-26,Public transport,acct_2,1.0,tag_3,February,Wednesday,False
2025-02-26,Public transport,acct_2,2.0,tag_4,February,Wednesday,False
2025-02-26,Public transport,acct_2,1.0,tag_2,February,Wednesday,False
2025-02-26,Leisure,acct_1,8.0,tag_1,February,Wednesday,False
